0,1,2
0.04698302168965616,0.003902511131145494,-0.006488498074036088
0.055974704266966824,0.0032063322229348933,-0.00523038350923226
0.06170119285157128,0.003182892996164324,-0.004595914033164872
0.06687696242249958,0.0031898410643470625,-0.004160864466718295
0.07189869958110544,0.0031437824104450026,-0.003266775087345784
0.07700481658902686,0.002966939758478024,-0.0007047981952672963
0.08476681519336704,0.009749865561886237,0.006182156415811642
0.08992330037869621,0.009143677089088458,0.008596284971333936
0.09514880116995751,0.008700984759443963,0.009247173014808584
0.10039586476874214,0.008344149351729334,0.00929123275311104
0.10564651961991661,0.007974386319010486,0.009090113501895355
0.11089798596538035,0.007610442062697516,0.008800410637914187
0.116149040829822,0.007248446092797143,0.00847831176062657
0.12139864871318302,0.0068841926984891414,0.008140513000405978
0.12664615151449893,0.006518193264584069,0.007792706283232537
0.1318880002657345,0.00614467972597462,0.00743309771106622
0.13712632918995446,0.005774745193333192,0.007076998555613062
0.1423530819394124,0.005397250774127661,0.006721179241226625
0.14758280996681125,0.005021742649591544,0.006400342691656589
0.15288964140714942,0.00463604610874992,0.006161853885505878
0.1588866548726272,0.004198270130833602,0.006161843932261188
0.16978011752642083,0.003391482945413766,0.006857901767209963
0.21690947234955382,0.013781883537643385,0.009559546939924286
0.22826609910669693,0.01307365157882212,0.010087054795448157
0.23440731693783048,0.012630823356556593,0.010120490982938062
0.23977908389198963,0.012269164862292807,0.009974647119638724
0.24503716027539718,0.01192796305078112,0.009766430427240971
0.2502863469300757,0.011585454693363419,0.009538892529257643
0.25559512867924633,0.011205007421543916,0.009316643915480394
0.26131169810318333,0.010831927259516977,0.00918630547139999
0.2701441290431452,0.012800503515136761,0.009544580090776023
0.2758656873872234,0.012451636515297307,0.009401660067254609
0.2811783425766624,0.012107993378061547,0.009174701635127566
0.28643085785790257,0.011768801871043823,0.008926577576924255
0.2916756293988199,0.011419188801159184,0.00867857099655069
0.29692791221328263,0.011070902025551643,0.008461644077062342
0.30225165058362624,0.010702917336220476,0.00833335200889134
0.30806863277455215,0.010252342415752841,0.008456025704288352
0.31721876437735547,0.009568811346214874,0.009293564904359067
0.3501412765696268,0.01936084337700196,0.011971541425901016
0.35943153417773727,0.01875677832415882,0.013212793796284318
0.36538659713837934,0.01764816764890548,0.014915486174615793
0.37173733475676,0.013492887116176633,0.01890977870358542
